data_type,collector,purpose,text
Microsoft,auth provider,"analytics, services",You can log in to our Site using sign-in services such as Google's OAuth and Microsoft 365 OAuth.
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,,"In the event of a sale, merger, liquidation, dissolution or sale or transfer of substantially all of the assets of Yesware or the Site, Personal Data and/or other information collected through the Site or the Services may be sold, assigned or transferred to the party acquiring all or substantially all of the equity and/or assets of Yesware, the Site and/or Services.
This Privacy/Data Protection Policy (""Privacy Policy"") is designed to help you (the ""Customer"") understand how Yesware, Inc. (""Yesware"", ""we"", ""our"" or ""us"") collects and uses the information, including personal data, that you share when you use www.yesware.com and its associated domains (together, the ""Site""), as well as the information, software or services made available to you through the Site (collectively, ""Services"")."
UNSPECIFIED_DATA,we,legal,"This Privacy/Data Protection Policy (""Privacy Policy"") is designed to help you (the ""Customer"") understand how Yesware, Inc. (""Yesware"", ""we"", ""our"" or ""us"") collects and uses the information, including personal data, that you share when you use www.yesware.com and its associated domains (together, the ""Site""), as well as the information, software or services made available to you through the Site (collectively, ""Services"").
We may share your information with our Affiliates who perform services or functions for Yesware and who may use your information for purposes similar to the purposes for which Yesware collects such information.
We may share your information with our business partners who may provide services that integrate with the Yesware Service.
We will retain and use your information as necessary to comply with our legal obligations, resolve disputes, and enforce our agreements.
We will retain your information for as long as your account is active or as needed to provide you Services."
UNSPECIFIED_DATA,we,"legal, analytics, advertising, services","This Privacy/Data Protection Policy (""Privacy Policy"") is designed to help you (the ""Customer"") understand how Yesware, Inc. (""Yesware"", ""we"", ""our"" or ""us"") collects and uses the information, including personal data, that you share when you use www.yesware.com and its associated domains (together, the ""Site""), as well as the information, software or services made available to you through the Site (collectively, ""Services"").
We may share your information with our Affiliates who perform services or functions for Yesware and who may use your information for purposes similar to the purposes for which Yesware collects such information.
We may share your information with our business partners who may provide services that integrate with the Yesware Service.
We will retain and use your information as necessary to comply with our legal obligations, resolve disputes, and enforce our agreements.
We will retain your information for as long as your account is active or as needed to provide you Services."
access,UNSPECIFIED_ACTOR,,"Such third parties may be provided with access to Personal Data needed to perform their functions, but may not use such information for any other purpose;"
credit / debit card number,Stripe,,"If you purchase Services, your credit card information is processed and stored by Stripe, Inc. ( https://stripe.com/ ), Zuora, Inc. ( https://www.zuora.com/ ) or 2Checkout.com, Inc. ( https://www.2checkout.com/ )."
credit / debit card number,zuora,,"If you purchase Services, your credit card information is processed and stored by Stripe, Inc. ( https://stripe.com/ ), Zuora, Inc. ( https://www.zuora.com/ ) or 2Checkout.com, Inc. ( https://www.2checkout.com/ )."
email address,we,"legal, analytics","For example, if you register to use or use any of the Services or if you wish to contact us, we may collect your name, email address, IP address, information about other software that you use and the email addresses that you provide to us.
This information may include the recipient's name and email address, the number of times that the recipient opens your email, the recipient's IP address and the computer platform that the recipient is using.
We also may collect limited information from the people with whom you interact by email when you use the Site and Services."
email address,we,"legal, analytics, advertising, services","For example, if you register to use or use any of the Services or if you wish to contact us, we may collect your name, email address, IP address, information about other software that you use and the email addresses that you provide to us.
This information may include the recipient's name and email address, the number of times that the recipient opens your email, the recipient's IP address and the computer platform that the recipient is using.
We also may collect limited information from the people with whom you interact by email when you use the Site and Services."
individual opt opt choice,we,"legal, analytics","We will also provide an individual opt-out or opt-in choice before we share your data with third parties other than (as specified in this Privacy Policy), or before we use it for a purpose other than (as specified in this Privacy Policy)."
information about software you use,we,"legal, analytics","For example, if you register to use or use any of the Services or if you wish to contact us, we may collect your name, email address, IP address, information about other software that you use and the email addresses that you provide to us."
information as,analytic provider,,"This software may record information such as how often you use the application, the events that occur within the application, aggregated usage, performance data, and where the application was downloaded from.
We use mobile analytics software to allow us to better understand the functionality of our Service's mobile applications on your phone."
information you share with we,we,"legal, analytics","We collect the information that you share with us, including:"
instruction on,we,"legal, analytics","If Yesware changes this policy, we will update this provision and provide instructions on how you may make a request for details concerning such information."
ip address,UNSPECIFIED_ACTOR,analytics,"Furthermore, Google will transfer this information to third parties if required by law or if third parties process this data on behalf of Google.
This means that your IP address will be shortened before being sent to a Google server."
ip address,feature,,"These features may collect your IP address, which page you are visiting on our Site, and may set a cookie to enable the feature to function properly."
