data_type,collector,purpose,text
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,services,We employ other companies and people to perform tasks on our behalf and need to share your information with them to provide the Services to you.
UNSPECIFIED_DATA,klenty,"advertising, analytics, services","Klenty stores this information for the sole purpose of sending this communication, and tracking the success of our referral program."
UNSPECIFIED_DATA,we,"advertising, legal","Apart from the Service, we also collect your information to personalize your experience with the Website, Blog and promotional materials we distribute via social media platforms and GoogleAdwords.
By authorizing us to connect with an Integrated Service, you authorize us to access and store information that the Integrated Service makes available to us, including Prospects's Personal Data, and other data such as email content and to use and disclose it in accordance with this Policy.
By visiting or using the Website or Services in any manner, you acknowledge that you accept the practices and policies outlined in this Privacy Policy and you hereby consent that we will collect, use, and share your information in the following ways.
We can access two types of information: personal (name, email address, company information) and general statistical information (average reply rates, open rates, click rates, the overall number of sent messages, the average number of emails per campaign etc.).
We may also process data upon your consent, asking for it as appropriate.
We will retain and use your information as necessary to comply with our legal obligations, resolve disputes, and enforce our agreements.
We will retain your information for as long as your account is active or as needed to provide you services."
access time,we,"advertising, legal, analytics, services","For example, Log Data may include information such as your computer's IP address, browser type or the webpage you were visiting before you came to our Website, pages of our Website that you visit, the time spent on those pages, information you search for on our Website, access times and dates, and other statistics.
We use this information to monitor and analyze use of the Website and the Services and for the Website's technical administration, to increase our Website's functionality and user-friendliness, and to better tailor it to our visitors' needs."
activity,klenty,"advertising, analytics, services","If you are using open, click tracking, Klenty collects the recipient's activities (for example: opens, clicks, replies)."
aggregate / deidentified / pseudonymized information,we,"advertising, legal, analytics, services","We may use any aggregated data derived from or incorporating your Personal Information after you update or delete it, but not in a manner that would identify you personally."
average reply rate,we,"advertising, legal, analytics, services","We can access two types of information: personal (name, email address, company information) and general statistical information (average reply rates, open rates, click rates, the overall number of sent messages, the average number of emails per campaign etc.)."
browser type,analytic provider,,"We use third party analytics services in order to better understand user engagement with the Services.
When a user browses or uses the Services, these third party analytics services may collect the user's IP address, browser type, and approximate location (based on the IP address)."
browser type,we,"advertising, legal, analytics, services","For example, Log Data may include information such as your computer's IP address, browser type or the webpage you were visiting before you came to our Website, pages of our Website that you visit, the time spent on those pages, information you search for on our Website, access times and dates, and other statistics.
We use this information to monitor and analyze use of the Website and the Services and for the Website's technical administration, to increase our Website's functionality and user-friendliness, and to better tailor it to our visitors' needs."
click rate,we,"advertising, legal, analytics, services","We can access two types of information: personal (name, email address, company information) and general statistical information (average reply rates, open rates, click rates, the overall number of sent messages, the average number of emails per campaign etc.)."
