data_type,collector,purpose,text
UNSPECIFIED_DATA,we,"advertising, analytics, services","For example, we may convert our recordings of the Services to text and perform machine learning on data we receive; to provide you with information, products, or services that you request from us or that may be of interest to you; for research purposes; for purposes of training and education of our team; for purposes of treatment, quality, improvement of health status, customer and patient experience, customer and patient engagement and/or behavior modification, peer review, payment, efficiency, cost effectiveness and/or other purposes relating to operations and provision of telehealth services; to process, fulfill, support, and administer transactions and orders for products and services ordered by you; to conduct public health research and policy development; to provide you with notices about your Mavida account; to contact you in response to a request; to administer surveys; to fulfill any other purpose for which you provide it; to carry out our obligations and enforce our rights arising from any contracts entered into between you and us or between us and health plans or other benefit programs, including for billing and collection; to notify you about changes to our Site or Services; in any other way we may describe when you provide the information; and for any other purpose with your consent.
We may also use your information to contact you about goods and services that may be of interest to you, including through newsletters."
application timeout,we,"advertising, analytics, services",We use application timeouts and encryption technology for information sent and received by us.
company assist we with marketing,health care provider partner,,"We disclose your Personal Information to certain third parties such as our health care Provider partners, service providers, including companies that assist us with marketing and advertising."
company assist we with marketing,service provider,"analytics, services","We may disclose your Personal Information for our business purposes, such as your contact information, other information you have provided to us and unique identifiers that identify you to us or to our service providers, such as companies that assist us with marketing and advertising."
cookie / pixel tag,Google,analytics,Google Analytics uses cookies to help the Website analyze how users use the site.
cookie / pixel tag,feature of site,,"Certain features of our Site and Services may use local stored objects (or Flash cookies) to collect and store information about your preferences and navigation to, from, and on our Site or Services."
cookie / pixel tag,service provider,"analytics, services","We and our service providers may use cookies, pixel tags, web beacons, and other technologies to receive and store certain types of information whenever you interact with our Site and Services through your computer or mobile device."
cookie / pixel tag,we,"advertising, analytics, services","We and our service providers may use cookies, pixel tags, web beacons, and other technologies to receive and store certain types of information whenever you interact with our Site and Services through your computer or mobile device."
geolocation,we,"advertising, analytics, services",You can choose whether or not to allow the Application to collect and use real-time information about your device's location through the device's privacy settings.
information about equipment,we,"advertising, analytics, services","As you navigate through and interact with our Site and Services, we may use automatic data collection technologies to collect certain information about your equipment, browsing actions, and patterns, specifically: details of your access to and use of the Site or Services, including network traffic data, location data, logs, and other communication data and the resources that the end user accesses and uses on or through the Site or Services; information about your mobile device and internet connection, including the device's unique device identifier, IP address, operating system, browser type, mobile network information, and the device's telephone number; information stored on your mobile device, including in other applications."
information about preference,feature of site,,"Certain features of our Site and Services may use local stored objects (or Flash cookies) to collect and store information about your preferences and navigation to, from, and on our Site or Services."
information relate to use of site,we,"advertising, analytics, services","We use Google Analytics, a web analytics service provided by Google, Inc. (""Google"") to collect certain information relating to your use of the Site or Services."
information store on mobile device include in application,we,"advertising, analytics, services","As you navigate through and interact with our Site and Services, we may use automatic data collection technologies to collect certain information about your equipment, browsing actions, and patterns, specifically: details of your access to and use of the Site or Services, including network traffic data, location data, logs, and other communication data and the resources that the end user accesses and uses on or through the Site or Services; information about your mobile device and internet connection, including the device's unique device identifier, IP address, operating system, browser type, mobile network information, and the device's telephone number; information stored on your mobile device, including in other applications."
local store object,feature of site,,"Certain features of our Site and Services may use local stored objects (or Flash cookies) to collect and store information about your preferences and navigation to, from, and on our Site or Services."
mavida application,we,"advertising, analytics, services, legal, security","This Privacy Policy (our ""Privacy Policy"" ) describes the types of information we may collect from you or that you may provide when you visit mavidahealth.com or any of our affiliated websites where this Policy is posted (collectively, ""Website"" ) and the Mavida application ( ""Application"" , together with the Website referred to as the ""Site"" ) and use our services available through the Site and Application (the  ""Services ) and our practices for collecting, using, maintaining, protecting, and disclosing that information."
mavida health inc.,mavida,,"Both Mavida Health, Inc. and the Providers (collectively, ""Mavida,"" ""we,"" ""our,"" or ""us"" ) may use and disclose your personal information collected through the Site and Services, but how we use and disclose that information depends on whether it is health information or another type of personal information."
mavidahealth.com,we,"advertising, analytics, services, legal, security","This Privacy Policy (our ""Privacy Policy"" ) describes the types of information we may collect from you or that you may provide when you visit mavidahealth.com or any of our affiliated websites where this Policy is posted (collectively, ""Website"" ) and the Mavida application ( ""Application"" , together with the Website referred to as the ""Site"" ) and use our services available through the Site and Application (the  ""Services ) and our practices for collecting, using, maintaining, protecting, and disclosing that information."
personal information collect through site,mavida,,"Both Mavida Health, Inc. and the Providers (collectively, ""Mavida,"" ""we,"" ""our,"" or ""us"" ) may use and disclose your personal information collected through the Site and Services, but how we use and disclose that information depends on whether it is health information or another type of personal information."
personal information collect through site,we,"advertising, analytics, services, legal, security","Both Mavida Health, Inc. and the Providers (collectively, ""Mavida,"" ""we,"" ""our,"" or ""us"" ) may use and disclose your personal information collected through the Site and Services, but how we use and disclose that information depends on whether it is health information or another type of personal information."
providers,we,"advertising, analytics, services, legal, security","Both Mavida Health, Inc. and the Providers (collectively, ""Mavida,"" ""we,"" ""our,"" or ""us"" ) may use and disclose your personal information collected through the Site and Services, but how we use and disclose that information depends on whether it is health information or another type of personal information."
several type,we,"advertising, analytics, services","We collect several types of information that on its own, or in combination with other information, could reasonably identify users of our Site and Services (collectively, "" Personal Information ""), specifically information: by which you may be personally identified, such as name, address, email address, home, work, and mobile telephone numbers, date of birth, credit or debit card number (for payment purposes only), audio, images and videos of you (including recordings and transcripts), gender, Social Security Number, your medical history, health insurance subscriber information, and health information; about your Internet connection, the equipment you use to access our Site or Services and usage details, such as network traffic data, logs, referring/exit pages, date and time of your visit to our Site or Services, error information, click stream data, and other communication data and the resources that you access and use on the Site or Services."
several type,we,"advertising, analytics, services, legal, security","We collect several types of information that on its own, or in combination with other information, could reasonably identify users of our Site and Services (collectively, "" Personal Information ""), specifically information: by which you may be personally identified, such as name, address, email address, home, work, and mobile telephone numbers, date of birth, credit or debit card number (for payment purposes only), audio, images and videos of you (including recordings and transcripts), gender, Social Security Number, your medical history, health insurance subscriber information, and health information; about your Internet connection, the equipment you use to access our Site or Services and usage details, such as network traffic data, logs, referring/exit pages, date and time of your visit to our Site or Services, error information, click stream data, and other communication data and the resources that you access and use on the Site or Services."
type of information,service provider,"analytics, services","We and our service providers may use cookies, pixel tags, web beacons, and other technologies to receive and store certain types of information whenever you interact with our Site and Services through your computer or mobile device."
type of information,we,"advertising, analytics, services, legal, security","We and our service providers may use cookies, pixel tags, web beacons, and other technologies to receive and store certain types of information whenever you interact with our Site and Services through your computer or mobile device."
website refer to as site,we,"advertising, analytics, services, legal, security","This Privacy Policy (our ""Privacy Policy"" ) describes the types of information we may collect from you or that you may provide when you visit mavidahealth.com or any of our affiliated websites where this Policy is posted (collectively, ""Website"" ) and the Mavida application ( ""Application"" , together with the Website referred to as the ""Site"" ) and use our services available through the Site and Application (the  ""Services ) and our practices for collecting, using, maintaining, protecting, and disclosing that information."
