data_type,collector,purpose,text
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,,"As is true of most other websites, ShareCal's website collects certain information automatically and stores it in log files.
ShareCal Privacy Statement

Sharing information with third parties
Table of Contents

Sharing information with third parties"
aggregate / deidentified / pseudonymized information,we,,"We may also gather aggregated data about our services and website visitors and disclose the results of such aggregated (but not personally identifiable) information to our partners, service providers, advertisers, and/or other third parties for marketing or promotional purposes."
broad demographic information assist we in,we,,"We may also use your IP address to help diagnose problems with our server and to administer our website, analyze trends, track visitor movements, and gather broad demographic information that assists us in identifying visitor preferences."
browser type,we,"analytics, services","The information may include internet protocol (IP) addresses, the region or general location where your computer or device is accessing the internet, browser type, operating system and other usage information about the use of ShareCal's website, including a history of the pages you view.
We use this information to help us design our site to better suit our users' needs."
date provide,sharecal,,"If access cannot be provided within a reasonable time frame, ShareCal will provide you with a date when the information will be provided."
employer name,we,"analytics, services","Employer name
ShareCal Privacy Statement

How we collect and use (process) your personal information"
geolocation,we,"analytics, services","The information may include internet protocol (IP) addresses, the region or general location where your computer or device is accessing the internet, browser type, operating system and other usage information about the use of ShareCal's website, including a history of the pages you view.
We use this information to help us design our site to better suit our users' needs."
ip address,we,"analytics, services","The information may include internet protocol (IP) addresses, the region or general location where your computer or device is accessing the internet, browser type, operating system and other usage information about the use of ShareCal's website, including a history of the pages you view.
We may also use your IP address to help diagnose problems with our server and to administer our website, analyze trends, track visitor movements, and gather broad demographic information that assists us in identifying visitor preferences.
We use this information to help us design our site to better suit our users' needs."
job title,we,"analytics, services","Job title
ShareCal Privacy Statement

How we collect and use (process) your personal information"
person name,we,"analytics, services","ShareCal Privacy Statement

How we collect and use (process) your personal information

Name"
personal information,sharecal,,"Depending on the circumstance, ShareCal also collects and transfers to the U.S. personal data with consent to perform a contract with you or to fulfill a compelling legitimate interest of ShareCal in a manner that does not outweigh your rights and freedoms.
When technically feasible, ShareCal will--at your request--provide your personal data to you.
Your personal data is stored by ShareCal on its servers, and on the servers of the cloud-based database management services the ShareCal engages, located in the United States."
personal information,we,"analytics, services, advertising","ShareCal Privacy Statement

How we collect and use (process) your personal information
Table of Contents

How we collect and use (process) your personal information
We directly collect this information from you when you sign up on our website or submit a form to contact us.
We may also collect your personal information from a third party website (e.g. LinkedIn)
We use this information to provide prospects and customers with services."
personal information about individual,sharecal,,"From time to time, ShareCal receives personal information about individuals from third parties."
personal information about website visitor,sharecal,,ShareCal collects personal information about its website visitors and customers.
phone number,we,"analytics, services, advertising","ShareCal Privacy Statement

How we collect and use (process) your personal information

Work phone number"
postal address,we,"analytics, services, advertising","ShareCal Privacy Statement

How we collect and use (process) your personal information

Work address"
prospect datum,sharecal,,ShareCal retains prospect data until such time as it no longer has business value and is purged from ShareCal systems.
region,we,"analytics, services, advertising","The information may include internet protocol (IP) addresses, the region or general location where your computer or device is accessing the internet, browser type, operating system and other usage information about the use of ShareCal's website, including a history of the pages you view.
We use this information to help us design our site to better suit our users' needs."
result,UNSPECIFIED_ACTOR,advertising,"We may also gather aggregated data about our services and website visitors and disclose the results of such aggregated (but not personally identifiable) information to our partners, service providers, advertisers, and/or other third parties for marketing or promotional purposes."
result,advertiser,advertising,"We may also gather aggregated data about our services and website visitors and disclose the results of such aggregated (but not personally identifiable) information to our partners, service providers, advertisers, and/or other third parties for marketing or promotional purposes."
result,service provider,advertising,"We may also gather aggregated data about our services and website visitors and disclose the results of such aggregated (but not personally identifiable) information to our partners, service providers, advertisers, and/or other third parties for marketing or promotional purposes."
result,we,"analytics, services, advertising","We may also gather aggregated data about our services and website visitors and disclose the results of such aggregated (but not personally identifiable) information to our partners, service providers, advertisers, and/or other third parties for marketing or promotional purposes."
service datum,sharecal,analytics,"ShareCal retains service data for the duration of the customer's business relationship with ShareCal and for a period of time thereafter, to analyze the data for ShareCal's own operations, and for historical and archiving purposes associated with ShareCal's services."
work email,we,"analytics, services, advertising","ShareCal Privacy Statement

How we collect and use (process) your personal information

Work email"
