data_type,collector,purpose,text
UNSPECIFIED_DATA,we,security,"To help protect your privacy and maintain security, if you request access to or deletion of your Information, we will take steps and may require you to provide certain information to verify your identity before granting you access to your Personal Information or complying with your request.
We may collect this Information by using certain technologies, such as cookies, web beacons, pixels, and other similar technologies."
cookie / pixel tag,advertiser,,Those ad network partners may use cookies and web beacons to collect non-personally identifiable information about your activities on our Website to provide you with targeted advertising based upon your interests.
cookie / pixel tag,smarsh,,"For example, Smarsh uses cookies to collect technical and analytical data, like webpages accessed or viewed, your browser type and the language of your browser, or linked clicked.
In general, Smarsh uses cookies and analytics tools to:
Smarsh uses cookies consistent with its  Cookie Disclosure ."
cookie / pixel tag,smarsh,"advertising, services","For example, Smarsh uses cookies to collect technical and analytical data, like webpages accessed or viewed, your browser type and the language of your browser, or linked clicked.
In general, Smarsh uses cookies and analytics tools to:
Smarsh uses cookies consistent with its  Cookie Disclosure ."
information about interaction with website,we,"security, advertising, services","We may also collect information about your interaction with our Website, including pages accessed and links clicked."
information about you,smarsh,"advertising, services",Smarsh may collect additional Information about you from third-party websites and Social Media Sites and/or sources providing publicly available information to help us provide services to you and for marketing and advertising purposes.
information regard investigation of complaint,smarsh,"advertising, services",Smarsh will investigate and attempt to resolve any complaints that you may have or any disputes regarding our privacy practices and provide you with information regarding the investigation and resolution of the complaint.
internet activity,service provider operate on behalf,,"We and/or certain service providers operating on our behalf may collect Information about your activity, or activity on devices associated with you over time, on our Website and applications, and across non-affiliated websites or online applications."
internet activity,we,"security, advertising, services","We and/or certain service providers operating on our behalf may collect Information about your activity, or activity on devices associated with you over time, on our Website and applications, and across non-affiliated websites or online applications."
non-personal information,advertiser,advertising,Those ad network partners may use cookies and web beacons to collect non-personally identifiable information about your activities on our Website to provide you with targeted advertising based upon your interests.
phone number,we,"security, advertising, services","If you access the Services through a mobile device, we may also automatically collect Information about your device, your phone number, and your physical location."
phone number,we,"security, advertising, services, analytics","If you access the Services through a mobile device, we may also automatically collect Information about your device, your phone number, and your physical location."
phone number,we,"security, advertising, services, analytics, legal","If you access the Services through a mobile device, we may also automatically collect Information about your device, your phone number, and your physical location."
recur automate promotional marketing text message,UNSPECIFIED_ACTOR,,"By using our Website, signing up for text messaging services or otherwise opting in to receive text messages (opting in via short code or entering your phone number into an on-site collection widget), you agree that you have provided Smarsh or its third-party service providers with prior express written consent to be contacted by text message, including recurring automated promotional and personalized marketing text messages."
recur automate promotional marketing text message,smarsh,"advertising, services","By using our Website, signing up for text messaging services or otherwise opting in to receive text messages (opting in via short code or entering your phone number into an on-site collection widget), you agree that you have provided Smarsh or its third-party service providers with prior express written consent to be contacted by text message, including recurring automated promotional and personalized marketing text messages."
verifiable consumer request,we,"security, advertising, services, analytics, legal","To exercise any of the rights described above, please submit a verifiable consumer request to us via the methods described below."
