data_type,collector,purpose
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,advertising
UNSPECIFIED_DATA,assignee,
UNSPECIFIED_DATA,invested pro,
UNSPECIFIED_DATA,invested pro llc,
UNSPECIFIED_DATA,potential acquirer,
UNSPECIFIED_DATA,referrer,
UNSPECIFIED_DATA,service provider,advertising
UNSPECIFIED_DATA,we,"advertising, legal, security, services"
attachment,we,"advertising, legal, security, services, analytics"
avatar,information as,
biographical information,contact information,
biography,information as,
browser type,we,"advertising, legal, security, services"
clickstream data,we,"advertising, legal, security, services"
company name,contact information,
confirmation,we,"advertising, legal, security, services"
content of message,we,"advertising, legal, security, services, analytics"
cookie / pixel tag,analytic provider,
cookie / pixel tag,we,"advertising, legal, security, services, analytics"
country,information as,
credit / debit card number,sensitive information,
date of birth,contact information,
date time stamp,we,"advertising, legal, security, services, analytics"
email address,contact information,
email address,personal information you give we,
email address,we,"advertising, legal, security, services, analytics"
employment history,contact information,
geolocation,contact information,
information about use of feature of services,we,"advertising, legal, security, services, analytics"
information about user,UNSPECIFIED_ACTOR,"advertising, analytics"
information about user,we,"advertising, legal, security, services, analytics"
information about user of services,we,"advertising, legal, security, services, analytics"
information we collect,we,"advertising, legal, security, services, analytics"
information you choose,contact information,
information you choose,we,"advertising, legal, security, services, analytics"
information you provide we,we,"advertising, legal, security, services, analytics"
ip address,we,"advertising, legal, security, services, analytics"
landing page,we,"advertising, legal, security, services, analytics"
member title,information as,
non - identifying information,analytic provider,
occupation,information as,
person name,contact information,
person name,personal information you give we,
person name,we,"advertising, legal, security, services, analytics"
personal information,UNSPECIFIED_ACTOR,"advertising, analytics, legal, security, services"
personal information,invested pro,services
personal information,we,"advertising, legal, security, services, analytics"
personal information you choose,invested pro,services
phone number,contact information,
phone number,personal information you give we,
phone number,we,"advertising, legal, security, services, analytics"
postal address,contact information,
postal address,personal information you give we,
processor usage,we,"advertising, legal, security, services, analytics"
product announcement,information relevant,
professional license,contact information,
profile information associate with account you use,information you provide on community,
referring url,we,"advertising, legal, security, services, analytics"
signature,information as,
social medium account,contact information,
social network account address,information as,
software update,information relevant,
storage capacity,we,"advertising, legal, security, services, analytics"
subscriber information,we,"advertising, legal, security, services, analytics"
system level metric,we,"advertising, legal, security, services, analytics"
timezone,information as,
username,contact information,
website,information as,
